SOUTH FLORIDA WATER MANAGEMENT DISTRICT
NEXRAD QUERY RESULTS
Radar Rainfall in Inches

POLYGON, DATE, TIME, VALUE, FREQUENCY, QUALITY
EAST LAKE TOHOPEKALIGA, 09/28/2022, 1600,   0.281, H, NRT
EAST LAKE TOHOPEKALIGA, 09/28/2022, 1700,   0.025, H, NRT
EAST LAKE TOHOPEKALIGA, 09/28/2022, 1800,   0.093, H, NRT
EAST LAKE TOHOPEKALIGA, 09/28/2022, 1900,   0.772, H, NRT
EAST LAKE TOHOPEKALIGA, 09/28/2022, 2000,   0.432, H, NRT
EAST LAKE TOHOPEKALIGA, 09/28/2022, 2100,   0.887, H, NRT
EAST LAKE TOHOPEKALIGA, 09/28/2022, 2200,   0.624, H, NRT
EAST LAKE TOHOPEKALIGA, 09/28/2022, 2300,   1.264, H, NRT
EAST LAKE TOHOPEKALIGA, 09/29/2022, 0000,   1.440, H, NRT
EAST LAKE TOHOPEKALIGA, 09/29/2022, 0100,   0.669, H, NRT
EAST LAKE TOHOPEKALIGA, 09/29/2022, 0200,   0.280, H, NRT
EAST LAKE TOHOPEKALIGA, 09/29/2022, 0300,   0.137, H, NRT
EAST LAKE TOHOPEKALIGA, 09/29/2022, 0400,   0.035, H, NRT
EAST LAKE TOHOPEKALIGA, 09/29/2022, 0700,   0.001, H, NRT
EAST LAKE TOHOPEKALIGA, 09/29/2022, 0800,   0.000, H, NRT
EAST LAKE TOHOPEKALIGA, 09/29/2022, 0900,   0.023, H, NRT
EAST LAKE TOHOPEKALIGA, 09/29/2022, 1000,   0.029, H, NRT
EAST LAKE TOHOPEKALIGA, 09/29/2022, 1100,   0.051, H, NRT
EAST LAKE TOHOPEKALIGA, 09/29/2022, 1200,   0.044, H, NRT
EAST LAKE TOHOPEKALIGA, 09/29/2022, 1400,   0.000, H, NRT
EAST LAKE TOHOPEKALIGA, 09/30/2022, 2100,   0.000, H, NRT
EAST LAKE TOHOPEKALIGA, 09/30/2022, 2200,   0.001, H, NRT
EAST NAPLES, 09/28/2022, 0000,   0.009, H, NRT
EAST NAPLES, 09/28/2022, 0100,   0.084, H, NRT
EAST NAPLES, 09/28/2022, 0200,   0.182, H, NRT
EAST NAPLES, 09/28/2022, 0300,   0.231, H, NRT
EAST NAPLES, 09/28/2022, 0400,   0.088, H, NRT
EAST NAPLES, 09/28/2022, 0500,   0.051, H, NRT
EAST NAPLES, 09/28/2022, 0600,   0.354, H, NRT
EAST NAPLES, 09/28/2022, 0700,   0.353, H, NRT
EAST NAPLES, 09/28/2022, 0800,   0.019, H, NRT
EAST NAPLES, 09/28/2022, 0900,   0.011, H, NRT
EAST NAPLES, 09/28/2022, 1000,   0.012, H, NRT
EAST NAPLES, 09/28/2022, 1100,   0.057, H, NRT
EAST NAPLES, 09/28/2022, 1200,   0.080, H, NRT
EAST NAPLES, 09/28/2022, 1300,   0.028, H, NRT
EAST NAPLES, 09/28/2022, 1400,   0.020, H, NRT
EAST NAPLES, 09/28/2022, 1500,   0.007, H, NRT
EAST NAPLES, 09/28/2022, 1600,   0.004, H, NRT
EAST NAPLES, 09/28/2022, 1800,   0.001, H, NRT
EAST NAPLES, 09/28/2022, 1900,   0.005, H, NRT
EAST NAPLES, 09/28/2022, 2100,   0.001, H, NRT
ECONLOCKHATCHEE RIVER SWAMP, 09/28/2022, 0000,   0.004, H, NRT
ECONLOCKHATCHEE RIVER SWAMP, 09/28/2022, 0100,   0.113, H, NRT
ECONLOCKHATCHEE RIVER SWAMP, 09/28/2022, 0200,   0.129, H, NRT
ECONLOCKHATCHEE RIVER SWAMP, 09/28/2022, 0300,   0.098, H, NRT
ECONLOCKHATCHEE RIVER SWAMP, 09/28/2022, 0400,   0.125, H, NRT
ECONLOCKHATCHEE RIVER SWAMP, 09/28/2022, 0500,   0.272, H, NRT
ECONLOCKHATCHEE RIVER SWAMP, 09/28/2022, 0600,   0.079, H, NRT
ECONLOCKHATCHEE RIVER SWAMP, 09/28/2022, 0700,   0.095, H, NRT
ECONLOCKHATCHEE RIVER SWAMP, 09/28/2022, 0800,   0.043, H, NRT
ECONLOCKHATCHEE RIVER SWAMP, 09/28/2022, 0900,   0.087, H, NRT
ECONLOCKHATCHEE RIVER SWAMP, 09/28/2022, 1000,   0.118, H, NRT
ECONLOCKHATCHEE RIVER SWAMP, 09/28/2022, 1100,   0.004, H, NRT
ECONLOCKHATCHEE RIVER SWAMP, 09/28/2022, 1200,   0.011, H, NRT
ECONLOCKHATCHEE RIVER SWAMP, 09/28/2022, 1300,   0.293, H, NRT
ECONLOCKHATCHEE RIVER SWAMP, 09/28/2022, 1400,   1.143, H, NRT
ECONLOCKHATCHEE RIVER SWAMP, 09/28/2022, 1500,   1.704, H, NRT
ECONLOCKHATCHEE RIVER SWAMP, 09/28/2022, 1600,   0.233, H, NRT
ECONLOCKHATCHEE RIVER SWAMP, 09/28/2022, 1700,   0.001, H, NRT
ECONLOCKHATCHEE RIVER SWAMP, 09/28/2022, 1800,   0.045, H, NRT
ECONLOCKHATCHEE RIVER SWAMP, 09/28/2022, 1900,   0.333, H, NRT
ECONLOCKHATCHEE RIVER SWAMP, 09/28/2022, 2000,   0.207, H, NRT
ECONLOCKHATCHEE RIVER SWAMP, 09/28/2022, 2100,   0.786, H, NRT
ECONLOCKHATCHEE RIVER SWAMP, 09/28/2022, 2200,   0.498, H, NRT
ECONLOCKHATCHEE RIVER SWAMP, 09/28/2022, 2300,   1.623, H, NRT
ECONLOCKHATCHEE RIVER SWAMP, 09/29/2022, 0000,   1.478, H, NRT
ECONLOCKHATCHEE RIVER SWAMP, 09/29/2022, 0100,   0.301, H, NRT
ECONLOCKHATCHEE RIVER SWAMP, 09/29/2022, 0200,   0.197, H, NRT
ECONLOCKHATCHEE RIVER SWAMP, 09/29/2022, 0300,   0.121, H, NRT
ECONLOCKHATCHEE RIVER SWAMP, 09/29/2022, 0400,   0.023, H, NRT
ECONLOCKHATCHEE RIVER SWAMP, 09/29/2022, 1000,   0.001, H, NRT
ECONLOCKHATCHEE RIVER SWAMP, 09/29/2022, 1100,   0.011, H, NRT
ECONLOCKHATCHEE RIVER SWAMP, 09/29/2022, 1200,   0.134, H, NRT
ECONLOCKHATCHEE RIVER SWAMP, 09/29/2022, 1300,   0.012, H, NRT
ESTERO BAY, 09/28/2022, 0000,   0.109, H, NRT
ESTERO BAY, 09/28/2022, 0100,   0.155, H, NRT
ESTERO BAY, 09/28/2022, 0200,   0.175, H, NRT
ESTERO BAY, 09/28/2022, 0300,   0.239, H, NRT
ESTERO BAY, 09/28/2022, 0400,   0.275, H, NRT
ESTERO BAY, 09/28/2022, 0500,   0.109, H, NRT
ESTERO BAY, 09/28/2022, 0600,   0.166, H, NRT
ESTERO BAY, 09/28/2022, 0700,   0.281, H, NRT
ESTERO BAY, 09/28/2022, 0800,   0.226, H, NRT
ESTERO BAY, 09/28/2022, 0900,   0.067, H, NRT
ESTERO BAY, 09/28/2022, 1000,   0.030, H, NRT
ESTERO BAY, 09/28/2022, 1100,   0.138, H, NRT
ESTERO BAY, 09/28/2022, 1200,   0.177, H, NRT
ESTERO BAY, 09/28/2022, 1300,   0.234, H, NRT
ESTERO BAY, 09/28/2022, 1400,   0.260, H, NRT
ESTERO BAY, 09/28/2022, 1500,   0.168, H, NRT
ESTERO BAY, 09/28/2022, 1600,   0.104, H, NRT
ESTERO BAY, 09/28/2022, 1700,   0.018, H, NRT
ESTERO BAY, 09/28/2022, 1800,   0.007, H, NRT
ESTERO BAY, 09/28/2022, 1900,   0.023, H, NRT
ESTERO BAY, 09/28/2022, 2000,   0.062, H, NRT
ESTERO BAY, 09/28/2022, 2100,   0.016, H, NRT
ESTERO BAY, 09/28/2022, 2200,   0.001, H, NRT
ESTERO BAY WATER BODY, 09/28/2022, 0000,   0.065, H, NRT
ESTERO BAY WATER BODY, 09/28/2022, 0100,   0.140, H, NRT
ESTERO BAY WATER BODY, 09/28/2022, 0200,   0.124, H, NRT
ESTERO BAY WATER BODY, 09/28/2022, 0300,   0.464, H, NRT
ESTERO BAY WATER BODY, 09/28/2022, 0400,   0.242, H, NRT
ESTERO BAY WATER BODY, 09/28/2022, 0500,   0.036, H, NRT
ESTERO BAY WATER BODY, 09/28/2022, 0600,   0.425, H, NRT
ESTERO BAY WATER BODY, 09/28/2022, 0700,   0.245, H, NRT
ESTERO BAY WATER BODY, 09/28/2022, 0800,   0.108, H, NRT
ESTERO BAY WATER BODY, 09/28/2022, 0900,   0.011, H, NRT
ESTERO BAY WATER BODY, 09/28/2022, 1000,   0.068, H, NRT
ESTERO BAY WATER BODY, 09/28/2022, 1100,   0.163, H, NRT
ESTERO BAY WATER BODY, 09/28/2022, 1200,   0.338, H, NRT
ESTERO BAY WATER BODY, 09/28/2022, 1300,   0.331, H, NRT
ESTERO BAY WATER BODY, 09/28/2022, 1400,   0.213, H, NRT
ESTERO BAY WATER BODY, 09/28/2022, 1500,   0.221, H, NRT
ESTERO BAY WATER BODY, 09/28/2022, 1600,   0.091, H, NRT
ESTERO BAY WATER BODY, 09/28/2022, 1700,   0.033, H, NRT
ESTERO BAY WATER BODY, 09/28/2022, 1800,   0.005, H, NRT
ESTERO BAY WATER BODY, 09/28/2022, 1900,   0.005, H, NRT
ESTERO BAY WATER BODY, 09/28/2022, 2000,   0.006, H, NRT
EVERGLADES NATIONAL PARK, 09/28/2022, 0000,   0.014, H, NRT
EVERGLADES NATIONAL PARK, 09/28/2022, 0100,   0.005, H, NRT
EVERGLADES NATIONAL PARK, 09/28/2022, 0200,   0.000, H, NRT
EVERGLADES NATIONAL PARK, 09/28/2022, 0300,   0.000, H, NRT
EVERGLADES NATIONAL PARK, 09/28/2022, 0400,   0.001, H, NRT
EVERGLADES NATIONAL PARK, 09/28/2022, 0500,   0.005, H, NRT
EVERGLADES NATIONAL PARK, 09/28/2022, 0600,   0.001, H, NRT
EVERGLADES NATIONAL PARK, 09/28/2022, 0700,   0.010, H, NRT
EVERGLADES NATIONAL PARK, 09/28/2022, 0800,   0.019, H, NRT
EVERGLADES NATIONAL PARK, 09/28/2022, 0900,   0.056, H, NRT
EVERGLADES NATIONAL PARK, 09/28/2022, 1000,   0.040, H, NRT
EVERGLADES NATIONAL PARK, 09/28/2022, 1100,   0.048, H, NRT
EVERGLADES NATIONAL PARK, 09/28/2022, 1200,   0.048, H, NRT
EVERGLADES NATIONAL PARK, 09/28/2022, 1300,   0.050, H, NRT
EVERGLADES NATIONAL PARK, 09/28/2022, 1400,   0.038, H, NRT
EVERGLADES NATIONAL PARK, 09/28/2022, 1500,   0.005, H, NRT
EVERGLADES NATIONAL PARK, 09/28/2022, 1600,   0.000, H, NRT
EVERGLADES NATIONAL PARK, 09/28/2022, 1700,   0.000, H, NRT
EVERGLADES NATIONAL PARK, 09/28/2022, 1800,   0.004, H, NRT
EVERGLADES NATIONAL PARK, 09/28/2022, 1900,   0.001, H, NRT
EVERGLADES NATIONAL PARK, 09/28/2022, 2000,   0.000, H, NRT
EVERGLADES NATIONAL PARK, 09/28/2022, 2100,   0.001, H, NRT
EVERGLADES NATIONAL PARK, 09/28/2022, 2200,   0.003, H, NRT
EVERGLADES NATIONAL PARK, 09/28/2022, 2300,   0.000, H, NRT
EVERGLADES NATIONAL PARK, 09/29/2022, 0600,   0.000, H, NRT
EVERGLADES NATIONAL PARK, 09/29/2022, 2200,   0.000, H, NRT
EVERGLADES NATIONAL PARK, 09/29/2022, 2300,   0.000, H, NRT
EVERGLADES NATIONAL PARK, 09/30/2022, 2200,   0.000, H, NRT
EVERGLADES NATIONAL PARK, 10/01/2022, 0300,   0.000, H, NRT
EVERGLADES NATIONAL PARK, 10/01/2022, 0500,   0.000, H, NRT
EVERGLADES NATIONAL PARK, 10/01/2022, 1700,   0.000, H, NRT
EVERGLADES NATIONAL PARK, 10/01/2022, 1800,   0.008, H, NRT
EVERGLADES NATIONAL PARK, 10/01/2022, 1900,   0.009, H, NRT
EVERGLADES NATIONAL PARK, 10/01/2022, 2000,   0.005, H, NRT
EVERGLADES NATIONAL PARK, 10/01/2022, 2100,   0.000, H, NRT
EVERGLADES NATIONAL PARK, 10/02/2022, 0300,   0.000, H, NRT
EVERGLADES NATIONAL PARK, 10/02/2022, 0400,   0.000, H, NRT
FAKA UNION, 09/28/2022, 0000,   0.085, H, NRT
FAKA UNION, 09/28/2022, 0100,   0.037, H, NRT
FAKA UNION, 09/28/2022, 0200,   0.052, H, NRT
FAKA UNION, 09/28/2022, 0300,   0.131, H, NRT
FAKA UNION, 09/28/2022, 0400,   0.168, H, NRT
FAKA UNION, 09/28/2022, 0500,   0.029, H, NRT
FAKA UNION, 09/28/2022, 0600,   0.047, H, NRT
FAKA UNION, 09/28/2022, 0700,   0.045, H, NRT
FAKA UNION, 09/28/2022, 0800,   0.512, H, NRT
FAKA UNION, 09/28/2022, 0900,   0.067, H, NRT
FAKA UNION, 09/28/2022, 1000,   0.026, H, NRT
FAKA UNION, 09/28/2022, 1100,   0.017, H, NRT
FAKA UNION, 09/28/2022, 1200,   0.011, H, NRT
FAKA UNION, 09/28/2022, 1300,   0.003, H, NRT
FAKA UNION, 09/28/2022, 1400,   0.024, H, NRT
FAKA UNION, 09/28/2022, 1500,   0.004, H, NRT
FAKA UNION, 09/28/2022, 1600,   0.021, H, NRT
FAKA UNION, 09/28/2022, 1700,   0.023, H, NRT
FAKA UNION, 09/28/2022, 1800,   0.090, H, NRT
FAKA UNION, 09/28/2022, 1900,   0.045, H, NRT
FAKA UNION, 09/28/2022, 2000,   0.017, H, NRT
FAKA UNION, 09/28/2022, 2100,   0.008, H, NRT
FAKA UNION, 09/28/2022, 2200,   0.008, H, NRT
FAKA UNION, 09/28/2022, 2300,   0.000, H, NRT
FAKAHATCHEE, 09/28/2022, 0000,   0.068, H, NRT
FAKAHATCHEE, 09/28/2022, 0100,   0.018, H, NRT
FAKAHATCHEE, 09/28/2022, 0200,   0.019, H, NRT
FAKAHATCHEE, 09/28/2022, 0300,   0.070, H, NRT
FAKAHATCHEE, 09/28/2022, 0400,   0.056, H, NRT
FAKAHATCHEE, 09/28/2022, 0500,   0.030, H, NRT
FAKAHATCHEE, 09/28/2022, 0600,   0.037, H, NRT
FAKAHATCHEE, 09/28/2022, 0700,   0.022, H, NRT
FAKAHATCHEE, 09/28/2022, 0800,   0.383, H, NRT
FAKAHATCHEE, 09/28/2022, 0900,   0.147, H, NRT
FAKAHATCHEE, 09/28/2022, 1000,   0.023, H, NRT
FAKAHATCHEE, 09/28/2022, 1100,   0.076, H, NRT
FAKAHATCHEE, 09/28/2022, 1200,   0.010, H, NRT
FAKAHATCHEE, 09/28/2022, 1300,   0.001, H, NRT
FAKAHATCHEE, 09/28/2022, 1400,   0.035, H, NRT
FAKAHATCHEE, 09/28/2022, 1500,   0.001, H, NRT
FAKAHATCHEE, 09/28/2022, 1600,   0.008, H, NRT
FAKAHATCHEE, 09/28/2022, 1700,   0.007, H, NRT
FAKAHATCHEE, 09/28/2022, 1800,   0.085, H, NRT
FAKAHATCHEE, 09/28/2022, 1900,   0.051, H, NRT
FAKAHATCHEE, 09/28/2022, 2000,   0.012, H, NRT
FAKAHATCHEE, 09/28/2022, 2100,   0.003, H, NRT
FAKAHATCHEE, 09/28/2022, 2200,   0.007, H, NRT
FAKAHATCHEE, 09/28/2022, 2300,   0.000, H, NRT
FEEDER CANAL, 09/28/2022, 0000,   0.018, H, NRT
FEEDER CANAL, 09/28/2022, 0100,   0.040, H, NRT
FEEDER CANAL, 09/28/2022, 0600,   0.004, H, NRT
FEEDER CANAL, 09/28/2022, 0700,   0.001, H, NRT
FEEDER CANAL, 09/28/2022, 0800,   0.005, H, NRT
FEEDER CANAL, 09/28/2022, 0900,   0.076, H, NRT
FEEDER CANAL, 09/28/2022, 1000,   0.091, H, NRT
FEEDER CANAL, 09/28/2022, 1100,   0.016, H, NRT
FEEDER CANAL, 09/28/2022, 1200,   0.028, H, NRT
FEEDER CANAL, 09/28/2022, 1300,   0.007, H, NRT
FEEDER CANAL, 09/28/2022, 1400,   0.003, H, NRT
FEEDER CANAL, 09/28/2022, 1600,   0.001, H, NRT
FEEDER CANAL, 09/28/2022, 1700,   0.001, H, NRT
FEEDER CANAL, 09/28/2022, 1800,   0.005, H, NRT
FEEDER CANAL, 09/28/2022, 1900,   0.002, H, NRT
FEEDER CANAL, 09/28/2022, 2000,   0.000, H, NRT
FEEDER CANAL, 09/28/2022, 2200,   0.000, H, NRT
FISHEATING CREEK/L-61, 09/28/2022, 0000,   0.023, H, NRT
FISHEATING CREEK/L-61, 09/28/2022, 0100,   0.123, H, NRT
FISHEATING CREEK/L-61, 09/28/2022, 0200,   0.544, H, NRT
FISHEATING CREEK/L-61, 09/28/2022, 0300,   0.300, H, NRT
FISHEATING CREEK/L-61, 09/28/2022, 0400,   0.030, H, NRT
FISHEATING CREEK/L-61, 09/28/2022, 0500,   0.001, H, NRT
FISHEATING CREEK/L-61, 09/28/2022, 0600,   0.015, H, NRT
FISHEATING CREEK/L-61, 09/28/2022, 0700,   0.026, H, NRT
FISHEATING CREEK/L-61, 09/28/2022, 0800,   0.017, H, NRT
FISHEATING CREEK/L-61, 09/28/2022, 0900,   0.093, H, NRT
FISHEATING CREEK/L-61, 09/28/2022, 1000,   0.269, H, NRT
FISHEATING CREEK/L-61, 09/28/2022, 1100,   0.049, H, NRT
FISHEATING CREEK/L-61, 09/28/2022, 1200,   0.007, H, NRT
FISHEATING CREEK/L-61, 09/28/2022, 1300,   0.023, H, NRT
FISHEATING CREEK/L-61, 09/28/2022, 1400,   0.004, H, NRT
FISHEATING CREEK/L-61, 09/28/2022, 1500,   0.017, H, NRT
FISHEATING CREEK/L-61, 09/28/2022, 1600,   0.046, H, NRT
FISHEATING CREEK/L-61, 09/28/2022, 1700,   0.076, H, NRT
FISHEATING CREEK/L-61, 09/28/2022, 1800,   0.005, H, NRT
FISHEATING CREEK/L-61, 09/28/2022, 1900,   0.010, H, NRT
FISHEATING CREEK/L-61, 09/28/2022, 2000,   0.099, H, NRT
FISHEATING CREEK/L-61, 09/28/2022, 2100,   0.005, H, NRT
FISHEATING CREEK/L-61, 09/29/2022, 0500,   0.000, H, NRT
FLA-CITY, 09/28/2022, 0000,   0.008, H, NRT
FLA-CITY, 09/28/2022, 0100,   0.050, H, NRT
FLA-CITY, 09/28/2022, 0200,   0.002, H, NRT
FLA-CITY, 09/28/2022, 0300,   0.007, H, NRT
FLA-CITY, 09/28/2022, 0400,   0.001, H, NRT
FLA-CITY, 09/28/2022, 0500,   0.002, H, NRT
FLA-CITY, 09/28/2022, 0800,   0.000, H, NRT
FLA-CITY, 09/28/2022, 1100,   0.005, H, NRT
FLA-CITY, 09/28/2022, 1200,   0.038, H, NRT
FLA-CITY, 09/28/2022, 1400,   0.009, H, NRT
FLA-CITY, 09/28/2022, 1500,   0.097, H, NRT
FLA-CITY, 09/28/2022, 1600,   0.013, H, NRT
FLA-CITY, 09/28/2022, 1800,   0.001, H, NRT
FLA-CITY, 09/28/2022, 2000,   0.001, H, NRT
FLA-CITY, 09/28/2022, 2200,   0.001, H, NRT
FLORIDA KEYS, 09/28/2022, 0000,   0.021, H, NRT
FLORIDA KEYS, 09/28/2022, 0100,   0.030, H, NRT
FLORIDA KEYS, 09/28/2022, 0200,   0.027, H, NRT
FLORIDA KEYS, 09/28/2022, 0300,   0.020, H, NRT
FLORIDA KEYS, 09/28/2022, 0400,   0.013, H, NRT
FLORIDA KEYS, 09/28/2022, 0500,   0.012, H, NRT
FLORIDA KEYS, 09/28/2022, 0600,   0.027, H, NRT
FLORIDA KEYS, 09/28/2022, 0700,   0.021, H, NRT
FLORIDA KEYS, 09/28/2022, 0800,   0.006, H, NRT
FLORIDA KEYS, 09/28/2022, 0900,   0.048, H, NRT
FLORIDA KEYS, 09/28/2022, 1000,   0.025, H, NRT
FLORIDA KEYS, 09/28/2022, 1100,   0.027, H, NRT
FLORIDA KEYS, 09/28/2022, 1200,   0.011, H, NRT
FLORIDA KEYS, 09/28/2022, 1300,   0.008, H, NRT
FLORIDA KEYS, 09/28/2022, 1400,   0.065, H, NRT
FLORIDA KEYS, 09/28/2022, 1500,   0.024, H, NRT
FLORIDA KEYS, 09/28/2022, 1600,   0.005, H, NRT
FLORIDA KEYS, 09/28/2022, 1800,   0.000, H, NRT
FLORIDA KEYS, 09/28/2022, 1900,   0.001, H, NRT
FLORIDA KEYS, 09/28/2022, 2000,   0.016, H, NRT
FLORIDA KEYS, 09/28/2022, 2100,   0.000, H, NRT
FLORIDA KEYS, 09/28/2022, 2200,   0.000, H, NRT
FLORIDA KEYS, 09/28/2022, 2300,   0.000, H, NRT
FLORIDA KEYS, 09/29/2022, 0400,   0.000, H, NRT
FLORIDA KEYS, 09/29/2022, 0500,   0.000, H, NRT
FLORIDA KEYS, 09/29/2022, 0700,   0.000, H, NRT
FLORIDA KEYS, 09/29/2022, 0800,   0.000, H, NRT
FLORIDA KEYS, 09/29/2022, 0900,   0.000, H, NRT
FLORIDA KEYS, 09/29/2022, 1000,   0.000, H, NRT
FLORIDA KEYS, 09/29/2022, 1900,   0.000, H, NRT
FLORIDA KEYS, 09/29/2022, 2000,   0.000, H, NRT
FLORIDA KEYS, 09/30/2022, 2100,   0.000, H, NRT
FLORIDA KEYS, 10/01/2022, 0200,   0.000, H, NRT
FLORIDA KEYS, 10/01/2022, 0300,   0.000, H, NRT
FLORIDA KEYS, 10/01/2022, 0400,   0.000, H, NRT
FLORIDA KEYS, 10/01/2022, 0500,   0.000, H, NRT
FLORIDA KEYS, 10/01/2022, 1600,   0.000, H, NRT
FLORIDA KEYS, 10/01/2022, 1700,   0.004, H, NRT
FLORIDA KEYS, 10/01/2022, 1800,   0.005, H, NRT
FLORIDA KEYS, 10/01/2022, 1900,   0.000, H, NRT
FLORIDA KEYS, 10/01/2022, 2000,   0.004, H, NRT
FLORIDA KEYS, 10/01/2022, 2100,   0.011, H, NRT
FLORIDA KEYS, 10/01/2022, 2200,   0.016, H, NRT
FLORIDA KEYS, 10/01/2022, 2300,   0.014, H, NRT
FLORIDA KEYS, 10/02/2022, 0000,   0.006, H, NRT
FLORIDA KEYS, 10/02/2022, 0100,   0.004, H, NRT
FLORIDA KEYS, 10/02/2022, 0200,   0.000, H, NRT
FLORIDA KEYS, 10/02/2022, 0300,   0.000, H, NRT
FLORIDA KEYS, 10/02/2022, 0500,   0.000, H, NRT
FLORIDA KEYS, 10/02/2022, 0600,   0.001, H, NRT
FLORIDA KEYS, 10/02/2022, 0700,   0.002, H, NRT
FREEDOM PARK, 09/28/2022, 0000,   0.010, H, NRT
FREEDOM PARK, 09/28/2022, 0100,   0.090, H, NRT
FREEDOM PARK, 09/28/2022, 0200,   0.230, H, NRT
FREEDOM PARK, 09/28/2022, 0300,   0.240, H, NRT
FREEDOM PARK, 09/28/2022, 0400,   0.070, H, NRT
FREEDOM PARK, 09/28/2022, 0500,   0.110, H, NRT
FREEDOM PARK, 09/28/2022, 0600,   0.470, H, NRT
FREEDOM PARK, 09/28/2022, 0700,   0.180, H, NRT
FREEDOM PARK, 09/28/2022, 0800,   0.020, H, NRT
FREEDOM PARK, 09/28/2022, 1000,   0.020, H, NRT
FREEDOM PARK, 09/28/2022, 1100,   0.120, H, NRT
FREEDOM PARK, 09/28/2022, 1200,   0.070, H, NRT
FREEDOM PARK, 09/28/2022, 1300,   0.080, H, NRT
FREEDOM PARK, 09/28/2022, 1400,   0.140, H, NRT
FREEDOM PARK, 09/28/2022, 1500,   0.010, H, NRT
FREEDOM PARK, 09/28/2022, 1600,   0.050, H, NRT
FREEDOM PARK, 09/28/2022, 1700,   0.010, H, NRT
FREEDOM PARK, 09/28/2022, 1800,   0.010, H, NRT
FREEDOM PARK, 09/28/2022, 2100,   0.010, H, NRT
FROG POND DETENTION AREA, 09/28/2022, 0400,   0.000, H, NRT
FROG POND DETENTION AREA, 09/28/2022, 0500,   0.004, H, NRT
FROG POND DETENTION AREA, 09/28/2022, 1000,   0.005, H, NRT
FROG POND DETENTION AREA, 09/28/2022, 1200,   0.014, H, NRT
FROG POND DETENTION AREA, 09/28/2022, 1400,   0.009, H, NRT
FROG POND DETENTION AREA, 09/28/2022, 1500,   0.001, H, NRT
FROG POND DETENTION AREA, 09/28/2022, 1900,   0.009, H, NRT
FROG POND DETENTION AREA, 09/28/2022, 2200,   0.001, H, NRT
FROG POND DETENTION AREA, 10/01/2022, 1600,   0.005, H, NRT
GOLDEN GATE MAIN, 09/28/2022, 0000,   0.076, H, NRT
GOLDEN GATE MAIN, 09/28/2022, 0100,   0.080, H, NRT
GOLDEN GATE MAIN, 09/28/2022, 0200,   0.079, H, NRT
GOLDEN GATE MAIN, 09/28/2022, 0300,   0.221, H, NRT
GOLDEN GATE MAIN, 09/28/2022, 0400,   0.135, H, NRT
GOLDEN GATE MAIN, 09/28/2022, 0500,   0.063, H, NRT
GOLDEN GATE MAIN, 09/28/2022, 0600,   0.156, H, NRT
GOLDEN GATE MAIN, 09/28/2022, 0700,   0.311, H, NRT
GOLDEN GATE MAIN, 09/28/2022, 0800,   0.238, H, NRT
GOLDEN GATE MAIN, 09/28/2022, 0900,   0.051, H, NRT
GOLDEN GATE MAIN, 09/28/2022, 1000,   0.023, H, NRT
GOLDEN GATE MAIN, 09/28/2022, 1100,   0.072, H, NRT
GOLDEN GATE MAIN, 09/28/2022, 1200,   0.065, H, NRT
GOLDEN GATE MAIN, 09/28/2022, 1300,   0.029, H, NRT
GOLDEN GATE MAIN, 09/28/2022, 1400,   0.056, H, NRT
GOLDEN GATE MAIN, 09/28/2022, 1500,   0.010, H, NRT
GOLDEN GATE MAIN, 09/28/2022, 1600,   0.031, H, NRT
GOLDEN GATE MAIN, 09/28/2022, 1700,   0.061, H, NRT
GOLDEN GATE MAIN, 09/28/2022, 1800,   0.080, H, NRT
GOLDEN GATE MAIN, 09/28/2022, 1900,   0.013, H, NRT
GOLDEN GATE MAIN, 09/28/2022, 2000,   0.002, H, NRT
GOLDEN GATE MAIN, 09/28/2022, 2100,   0.003, H, NRT
GOLDEN GATE MAIN, 09/28/2022, 2200,   0.000, H, NRT
GORDON RIVER EXT, 09/28/2022, 0000,   0.009, H, NRT
GORDON RIVER EXT, 09/28/2022, 0100,   0.082, H, NRT
GORDON RIVER EXT, 09/28/2022, 0200,   0.204, H, NRT
GORDON RIVER EXT, 09/28/2022, 0300,   0.283, H, NRT
GORDON RIVER EXT, 09/28/2022, 0400,   0.090, H, NRT
GORDON RIVER EXT, 09/28/2022, 0500,   0.066, H, NRT
GORDON RIVER EXT, 09/28/2022, 0600,   0.428, H, NRT
GORDON RIVER EXT, 09/28/2022, 0700,   0.215, H, NRT
GORDON RIVER EXT, 09/28/2022, 0800,   0.038, H, NRT
GORDON RIVER EXT, 09/28/2022, 0900,   0.001, H, NRT
GORDON RIVER EXT, 09/28/2022, 1000,   0.016, H, NRT
GORDON RIVER EXT, 09/28/2022, 1100,   0.108, H, NRT
GORDON RIVER EXT, 09/28/2022, 1200,   0.084, H, NRT
GORDON RIVER EXT, 09/28/2022, 1300,   0.106, H, NRT
GORDON RIVER EXT, 09/28/2022, 1400,   0.204, H, NRT
GORDON RIVER EXT, 09/28/2022, 1500,   0.006, H, NRT
GORDON RIVER EXT, 09/28/2022, 1600,   0.025, H, NRT
GORDON RIVER EXT, 09/28/2022, 1700,   0.052, H, NRT
GORDON RIVER EXT, 09/28/2022, 1800,   0.009, H, NRT
GORDON RIVER EXT, 09/28/2022, 1900,   0.004, H, NRT
GORDON RIVER EXT, 09/28/2022, 2100,   0.008, H, NRT
GOULDS, 09/28/2022, 0000,   0.006, H, NRT
GOULDS, 09/28/2022, 0100,   0.187, H, NRT
